uuid,category,brand,title,age,classification,content,nutrient,info,gram,calory,ingredient,detail,from_company,성분등록번호,img
215,고양이,헤일로 (HALO),어덜트 그레인프리 치킨 스튜,"키튼,어덜트,시니어,전연령",습식사료,"닭고기, 닭고기 육수, 닭간, 당근, 칠면조, 풋강낭콩, 완두콩, 셀러리, 고구마, 구아검, 잔탄검, 염화칼륨, 호박, 아마씨유, 미량광물질합제(철-아미노산킬레이트, 아연-아미노산킬레이트 등), 염화콜린, 비타민제합제(비타민E, 비타민B1질산염 등), 타우린, 건조켈프, 연어오일, 황산마그네슘, 천연착향료",조단백 10.3%  조지방 7.0%  칼슘 0.4%  인 0.4%  수분 78.8%,"단일육류단백질,그레인프리,글루텐프리,비유전자변형",156g,"1,025 kcal/kg (160 kcal/캔)","닭고기, 닭고기 육수, 닭간","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식사료 중량 156g 주재료 닭고기, 닭고기 육수, 닭간 식단정보 단일육류단백질,그레인프리,글루텐프리,비유전자변형 칼로리 1,025 kcal/kg (160 kcal/캔) 원산지/제조사 미국/Halo pet",미국/Halo pet,제 II6TM0009호,https://cdn.purplesto.re/media/store/sale/main_image/halo_cat_B044CF10_thumb01.png
216,고양이,지위픽 (ZIWI),주식캔 고등어 ,"키튼,어덜트,시니어,전연령",습식사료,"고등어(Mackerel), 이집트콩, 뉴질랜드 녹색홍합, DL-메티오닌, 미네랄(제2인산칼륨, 황산마그네슘, 아연아미노산, 망간아미노산, 구리아미노산), 다시마, 비타민합제(염화콜린, 비타민 E, 비타민 B1, 비타민 B3, 비타민 B6, 비타민 B2, 비타민 D3, 엽산), 천일염, 타우린",조단백 16%  조지방 4%  칼슘 0.49%  인 0.44%  수분 75%,"검류미함유,그레인프리,글루텐프리",85g,"1,075 kcal/kg","고등어(Mackerel), 이집트콩, 뉴질랜드 녹색홍합","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식사료 중량 85g 주재료 고등어(Mackerel), 이집트콩, 뉴질랜드 녹색홍합 식단정보 검류미함유,그레인프리,글루텐프리 칼로리 1,075 kcal/kg 원산지/제조사 뉴질랜드/Ziwi Ltd",뉴질랜드/Ziwi Ltd,제 서울-15608호,https://cdn.purplesto.re/media/store/sale/main_image/deal_ziwipeak_cat_B046CF2302SS_thumb01.png
217,고양이,보레알 (BOREAL),주식캔 치킨&칠면조 ,"어덜트,시니어",습식 사료,"치킨, 칠면조, 칠면조육수, 치킨간, 완두콩, 강낭콩, 계란, 레시틴, 탄산칼슘, 아마씨, 콜린클로라이드, 생선오일, 일인산나트륨, 식물성오일, 소금, DL-메티오닌, 유카시데게라추출물, 완두콩섬유질, 블루베리, 블랙베리, 사과, 석류, 크랜베리, 타우린, L-아스코르빌-2-폴리포스페이트(비타민C의 공급원), 아연아미노산복합체, 비타민E, 황산제일철, 철아미노산복합체, 황산아연, 니아신, 티아민모노나이트레이트, 구리프로테인산염, 비타민A, 셀렌산나트륨, 황산망간, 망간아미노산복합체, D-칼슘판토테네이트, 피리독신염산염, 리보플라빈, 비오틴, 비타민D3, 비타민B12, 요오드산칼슘, 엽산.",조단백 8.6%  조지방 7.2%  칼슘 0.2%  인 0.18%  수분 85%,"검류미함유,그레인프리,글루텐프리",156g,"1,050 kcal/kg","치킨, 칠면조, 칠면조육수","연령구분 어덜트,시니어 푸드타입 습식 사료 중량 156g 주재료 치킨, 칠면조, 칠면조육수 식단정보 검류미함유,그레인프리,글루텐프리 칼로리 1,050 kcal/kg 원산지/제조사 캐나다/Boreal Pet Foods.",캐나다/Boreal Pet Foods.,제 II6TM0009호,https://cdn.purplesto.re/media/store/sale/main_image/deal_boreal_cat_B050CF0804SS_thumb01.png
218,고양이,로투스 (LOTUS),오븐베이크 그레인프리 닭고기,"키튼,어덜트,시니어,전연령",건사료,"닭고기, 닭고기 분말, 렌틸콩, 닭 간, 병아리콩, 닭 지방, 아마씨, 타피오카, 완두콩 단백질, 맥주 건조 효모, 계란, 천연 효모, 조개, 호박, 사과, 고구마, 블루 베리, 시금치, 당근, 프로피온산칼슘, 황산 칼슘, 소금, 연어 오일, 비타민 E, 뉴질랜드 녹색 홍합, 말린 다시마, 유카, 이눌린, 타우린, L- 아스코르빌 -2- 폴리인산염, 황산철, DL 메티오닌, 황산아연, 아연, 염화칼륨, 니아신, 망간, 황산구리, 구리, 비타민 A, 황산망간, 티아민, 판토텐산칼슘, 피리독신, 비오틴, 리보플라빈, 비타민 B12, 비타민 D3, 요오드산칼슘, 엽산, 아셀렌산나트륨, 로즈마리 추출물.",조단백 35.25%  조지방 19.25%  칼슘 1.34%  인 1.1%  수분 10%,"단일육류단백질,그레인프리,글루텐프리,비유전자변형",4.9kg,"3,967 kcal/kg","닭고기, 닭고기 분말, 렌틸콩","연령구분 키튼,어덜트,시니어,전연령 푸드타입 건사료 중량 4.9kg 주재료 닭고기, 닭고기 분말, 렌틸콩 식단정보 단일육류단백질,그레인프리,글루텐프리,비유전자변형 칼로리 3,967 kcal/kg 원산지/제조사 캐나다/Bio Biscuit Inc.",캐나다/Bio Biscuit Inc.,제 VVHDR0017호,https://cdn.purplesto.re/media/store/sale/main_image/lotus_cat_B020CF03_thumb01.png
219,고양이,고! (GO!), 그레인프리 LID 폴록,"어덜트,시니어",건사료,"볼락, 통건조계란, 완두콩, 타피오카, 렌틸콩, 병아리콩, 카놀라오일, 코코넛오일, 천연착향료, 염화콜린, 염화칼륨, 인산, 건조치커리뿌리, 염화나트륨, 비타민합제(비타민A, 비타민D3, 비타민E, 나이아신, 이노시톨, L-아스크로빌-2-폴리포스페이트(비타민C의 공급), 질산티아민, d-판토텐산 칼륨, 리보플라빈, 염산피리독신, 베타카로틴, 엽산, 비오틴, 비타민B12), 미량광물질류합제(아연, 철, 구리, 마그네슘, 황산구리, 요오드산칼슘, 황산제일철, 산화망간, 셀레늄효모), 건조락토바실러스아시도필러스발효제품, 건조엔테로코커스 패시엄 발효제품, 타우린, DL-메티오닌, L-리진, 건조로즈마리",조단백 30.0%  조지방 15.0%  칼슘 1.0%  인 0.8%  수분 10.0%,"단일육류단백질,그레인프리,글루텐프리",100g,"4,232 kcal/kg ","볼락, 통건조계란, 완두콩","연령구분 어덜트,시니어 푸드타입 건사료 중량 100g 주재료 볼락, 통건조계란, 완두콩 식단정보 단일육류단백질,그레인프리,글루텐프리 칼로리 4,232 kcal/kg  원산지/제조사 캐나다/Petcurean Pet Nutrition Inc.",캐나다/Petcurean Pet Nutrition Inc.,제 서울-19594호,https://cdn.purplesto.re/media/store/sale/main_image/go_cat_B010CF04_thumb01.png
220,고양이,보레알 (BOREAL),주식캔 돼지고기&송어,"키튼,어덜트,시니어,전연령",습식 사료,"돼지고기, 돼지고기육수, 송어, 돼지간, 계란, 연어오일, 완두콩, 렌틸콩, 인산이칼슘, 호로파씨앗, 탄산칼슘, 소금, 아마씨, 레시틴, 염화콜린, 염화칼륨, 유카시데게라, 완두콩섬유질, 타우린, L-아스코르빌-2-폴리포스페이트(비타민C의 공급원), 아연아미노산복합체, 비타민E, 황산제일철, 철아미노산복합체, 황산아연, 니아신, 티아민모노나이트레이트, 구리프로테인산염, 비타민A, 셀렌산나트륨, 황산망간, 망간아미노산복합체, D-칼슘판토테네이트, 피리독신염산염, 리보플라빈, 비오틴, 비타민D3, 비타민B12, 요오드산칼슘, 엽산.",조단백 8%  조지방 7.5%  칼슘 0.38%  인 0.29%  수분 78%,"검류미함유,그레인프리,글루텐프리",80g,"1,050 kcal/kg","돼지고기, 돼지고기육수, 송어","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식 사료 중량 80g 주재료 돼지고기, 돼지고기육수, 송어 식단정보 검류미함유,그레인프리,글루텐프리 칼로리 1,050 kcal/kg 원산지/제조사 캐나다/Boreal Pet Foods.",캐나다/Boreal Pet Foods.,제 서울-20007호,https://cdn.purplesto.re/media/store/sale/main_image/boreal_cat_B050CF12_thumb01.png
221,고양이,알모네이쳐 (ALMO NATURE),HFC 내츄럴플러스 파우치 대서양참치,"키튼,어덜트,시니어,전연령",습식간식,"참치살(91%), 정제수(7.5%), 쌀(1.5%)",조단백 20.5%  조지방 3.5%  조섬유 0.012%  조회분 3.6%  수분 80.6% ,"단일육류단백질,글루텐프리,비유전자변형",55g,972 kcal/kg (53 kcal/파우치),"참치살, 정제수, 쌀","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식간식 중량 55g 주재료 참치살, 정제수, 쌀 식단정보 단일육류단백질,글루텐프리,비유전자변형 칼로리 972 kcal/kg (53 kcal/파우치) 원산지/제조사 태국/Songkla Canning Public Co.Ltd",태국/Songkla Canning Public Co.Ltd,서울-24144호,https://cdn.purplesto.re/media/store/sale/main_image/almonature_cat_B131CT05_thumb01.png
222,고양이,보레알 (BOREAL),주식캔 치킨&치킨간 ,"어덜트,시니어",습식 사료,"치킨, 치킨 육수, 치킨 간, 완두콩, 강낭콩, 계란, 레시틴, 탄산칼슘, 아마씨, 콜린클로라이드, 생선오일, 일인산나트륨, 식물성오일, 소금, DL-메티오닌, 유카시데게라추출물, 완두콩섬유질, 블루베리, 블랙베리, 사과, 석류, 크랜베리, 타우린, L-아스코르빌-2-폴리포스페이트(비타민C의 공급원), 아연아미노산복합체, 비타민E, 황산제일철, 철아미노산복합체, 황산아연, 니아신, 티아민모노나이트레이트, 구리프로테인산염, 비타민A, 센렌산나트륨, 황산망간, 망간아미노산복합체, D-칼슘판토테네이트, 피리독신염산염, 리보플라빈, 비오틴, 비타민D3, 비타민B12, 요오드산칼슘, 엽산.",조단백 7.2%  조지방 6.3%  칼슘 0.2%  인 0.18%  수분 85%,"검류미함유,그레인프리,글루텐프리",80g,"1,050 kcal/kg","치킨, 치킨육수, 치킨간","연령구분 어덜트,시니어 푸드타입 습식 사료 중량 80g 주재료 치킨, 치킨육수, 치킨간 식단정보 검류미함유,그레인프리,글루텐프리 칼로리 1,050 kcal/kg 원산지/제조사 캐나다/Boreal Pet Foods.",캐나다/Boreal Pet Foods.,제 서울-19209호,https://cdn.purplesto.re/media/store/sale/main_image/deal_boreal_cat_B050CF0702SS_thumb01.png
223,고양이,헤일로 (HALO),센서티브 홀리스틱 씨푸드 메들리 ,"어덜트,시니어",건사료,"흰살생선, 연어, 전란, 귀리, 완두콩분말, 콩단백질, 보리, 계유, 감자단백질, 아마씨, 천연액상향미제(가수분해 가금류간, d-토코페롤(혼합형)), 완두콩식이섬유, 황산칼슘, 천연고형향미제(가수분해가금류간, d-토코페롤(혼합형)), 제이인산칼슘, 프로바이오틱(효모(사카로미세스세레비시아), 바실러스코아글란스), 건조블루베리, 건조크랜베리, 건조당근, 고구마분말, 소금, 이눌린, 비타민제합제(비타민A, 비타민D3, 비타민E, 비타민B12, 비오틴, 엽산, 니코틴산, 판토텐산, 피리독신, 리보플라빈, 티아민), 염화칼륨, 미량광물질류합제(아연, 철, 염화칼륨, 구리, 망간, 아셀렌산나트륨, 미네랄오일, 요오드산칼슘), 타우린, 비타민E, 천연산화방지제(d-토코페롤(혼합형), 로즈마리추출물), 비타민C",조단백 32.0%  조지방 16.0%  칼슘 0.6%  인 0.5%  수분 10.0%,비유전자변형,50g,"3,760 kcal/kg","흰살생선, 연어, 전란","연령구분 어덜트,시니어 푸드타입 건사료 중량 50g 주재료 흰살생선, 연어, 전란 식단정보 비유전자변형 칼로리 3,760 kcal/kg 원산지/제조사 미국/Halo pet",미국/Halo pet,4160000-034-2019-0001,https://cdn.purplesto.re/media/store/sale/main_image/halo_cat_B044CF04_thumb02.png
224,고양이,로우즈 (RAWZ),96％ 캔 치킨&치킨간 파테,"키튼,어덜트,시니어,전연령",습식사료,"닭고기, 닭고기 간, 닭고기 육수, 호로파 씨앗, 천연 향, 염화 칼륨, 염화 콜린, 탄산 칼슘, 소금, 채소 육수, 타우린, 인산 칼륨, 아연 단백질 보충제, 철분 단백질 보충제, 니아신 화합물, 비타민E 화합물, 구리 단백질 보충제, 소듐셀레나이트, 비타민 B1 질산염, 망간 단백질 보충제, 비타민 A 화합물, 판토텐산 칼슘, 비타민 B2리보플라빈 화합물, 염산피리독신, 비오틴, 비타민 D3 화합물, 비타민 B12 화합물, 요오드화 에틸렌 디아민, 엽산",조단백 12.2%  조지방 9%  칼슘 0.48%  인 0.36%  수분 78%,"단일육류단백질,검류미함유,그레인프리",156g,"1,253 kcal/kg (194 kcal/캔)","닭고기, 닭고기 간, 닭고기 육수","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식사료 중량 156g 주재료 닭고기, 닭고기 간, 닭고기 육수 식단정보 단일육류단백질,검류미함유,그레인프리 칼로리 1,253 kcal/kg (194 kcal/캔) 원산지/제조사 미국/Raws Natural Pet Food",미국/Raws Natural Pet Food,제 VVHDR0017호,https://cdn.purplesto.re/media/store/sale/main_image/rawz_cat_B019CF01_thumb01.png
225,고양이,지위픽 (ZIWI),주식캔 고등어,"키튼,어덜트,시니어,전연령",습식사료,"고등어(Mackerel), 이집트콩, 뉴질랜드 녹색홍합, DL-메티오닌, 미네랄(제2인산칼륨, 황산마그네슘, 아연아미노산, 망간아미노산, 구리아미노산), 다시마, 비타민합제(염화콜린, 비타민 E, 비타민 B1, 비타민 B3, 비타민 B6, 비타민 B2, 비타민 D3, 엽산), 천일염, 타우린",조단백 16%  조지방 4%  칼슘 0.49%  인 0.44%  수분 75%,"검류미함유,그레인프리,글루텐프리",185g,"1,075 kcal/kg","고등어(Mackerel), 이집트콩, 뉴질랜드 녹색홍합","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식사료 중량 185g 주재료 고등어(Mackerel), 이집트콩, 뉴질랜드 녹색홍합 식단정보 검류미함유,그레인프리,글루텐프리 칼로리 1,075 kcal/kg 원산지/제조사 뉴질랜드/Ziwi Ltd",뉴질랜드/Ziwi Ltd,제 서울-15608호,https://cdn.purplesto.re/media/store/sale/main_image/ziwipeak_cat_B046CF23_thumb01.png
226,고양이,빈티지 (VINTAGE),오븐프레쉬 칠면조&청어,"어덜트,시니어",건사료,"칠면조, 청어, 완두, 그린 렌즈콩, 가수분해 생선, 유채유(토코페롤과 구연산합체로 보존), 통아마씨, 병아리콩, 천연향미제, 제이인산칼슘, 탄산칼슘, 탈수 알팔파분, 염화콜린, 천일염, 탄산칼슘, 제일 인산염, 비타민E, 연어오일, 염화칼륨, 호박, 이눌린, 타우린, 녹차 추출물, 황산제일철, 황산아연, 나이아신, 황산동, 비타민A, 황산망간, 비타민B1질산염, 칼슘D-판토텐산, 피리독신 염산염, 비오틴, 리보플라빈, 비타민B12, 비타민D3, 요오드산 칼슘, 엽산, 아셀렌산나트륨, 로즈마리 추출물",조단백 30%  조지방 14%  칼슘 0.75%  인 0.6%  수분 12%,"그레인프리,글루텐프리,체중조절",300g,"3,583 kcal/kg","칠면조, 청어, 완두","연령구분 어덜트,시니어 푸드타입 건사료 중량 300g 주재료 칠면조, 청어, 완두 식단정보 그레인프리,글루텐프리,체중조절 칼로리 3,583 kcal/kg 원산지/제조사 캐나다/Bio Biscuit Inc.",캐나다/Bio Biscuit Inc.,,https://cdn.purplesto.re/media/store/sale/main_image/vintage_cat_B138CF04_thumb03.png
227,고양이,로우즈 (RAWZ),96％ 캔 칠면조&칠면조간 파테,"키튼,어덜트,시니어,전연령",습식사료,"신선한 칠면조, 신선한 칠면조 간, 칠면조 육수, 염화칼륨, 호로파 씨앗, 천연 향, 염화콜린, 소금, 채소 육수, 타우린, 아연 단백질 보충제, 철분 단백질 보충제, 니아신 화합물, 비타민E 화합물, 구리 단백질 보충제, 아셀렌산나트륨, 비타민 B1 질산염, 망간 단백질 보충제, 비타민 A 화합물, 판토텐산 칼슘, 비타민 B2 리보플라빈 화합물, 염산피리독신, 비오틴, 비타민 D3 화합물, 비타민 B12 화합물, 요오드화 에틸렌 디아민, 엽산",조단백 12%  조지방 9.5%  칼슘 0.48%  인 0.35%  수분 78%,"단일육류단백질,검류미함유,그레인프리",156g,"1,286 kcal/kg (201 kcal/캔)","신선한 칠면조, 신선한 칠면조 간, 칠면조 육수","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식사료 중량 156g 주재료 신선한 칠면조, 신선한 칠면조 간, 칠면조 육수 식단정보 단일육류단백질,검류미함유,그레인프리 칼로리 1,286 kcal/kg (201 kcal/캔) 원산지/제조사 미국/Raws Natural Pet Food",미국/Raws Natural Pet Food,제 VVHDR0017호,https://cdn.purplesto.re/media/store/sale/main_image/rawz_cat_B019CF02_thumb01.png
228,고양이,닥터링크 (DR.LINK),주식캔 no.2 스페셜 다이어트 칠면조 ,"어덜트,시니어",습식사료,"칠면조(심장, 간, 위), 육수(가금류), 당근, 미네랄(아연, 망간, 일수화물), 이눌린, 탄산칼슘, 타피오카 4%(최대)  * 1kg당 영양보충제 함량: 비타민 D3 200IU, 비타민 E(모두 rac-알파-토코페릴 아세테이트) 20mg, 비타민 B1 10mg, 비타민 B2 6mg, 비타민 B6 2mg, 비타민 B12 75μg, 엽산 0.35mg, 비오틴 300μg, 염화콜린 1,200mg, 아연(황산아연, 일수화물) 25mg, 망간(망간-(II)-황산염, 일수화물) 1.4mg, 요오드(요오드산 칼슘, 무수) 0.75mg, 타우린 1,500mg",조단백 10.3%  조지방 2.9%  칼슘 0.25%  인 0.15%  수분 81%,"단일육류단백질,그레인프리,글루텐프리",200g,760 kcal/kg (152kcal/캔),"칠면조, 육수(가금류), 당근","연령구분 어덜트,시니어 푸드타입 습식사료 중량 200g 주재료 칠면조, 육수(가금류), 당근 식단정보 단일육류단백질,그레인프리,글루텐프리 칼로리 760 kcal/kg (152kcal/캔) 원산지/제조사 독일/Landguth Heimtiernahrung GmbH",독일/Landguth Heimtiernahrung GmbH,제 EE12G0001호,https://cdn.purplesto.re/media/store/sale/main_image/drlink_cat_B107CF01_thumb01.png
